Customer ID,Age,Age Group,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Impulse Item,Accessory,Extended Warranty,Add-on Total
2644,37,35-44,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,1/25/24,Express,"Impulse Item,Extended Warranty,Impulse Item",2,0,1,55.86
2644,37,35-44,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,844.83,844.83,1,5/9/24,Overnight,None,0,0,0,0
2645,79,75-80,Male,No,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,4/3/24,Express,"Extended Warranty,Impulse Item,Accessory",1,1,1,101.53
2649,33,25-34,Female,No,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,4/8/24,Standard,None,0,0,0,0
2650,57,55-64,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,11/3/23,Overnight,Impulse Item,1,0,0,30.44
2650,57,55-64,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,1/28/24,Express,Extended Warranty,0,0,1,46.1
2651,40,35-44,Male,Yes,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,11/10/23,Overnight,Impulse Item,1,0,0,35.89
2651,40,35-44,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,3/26/24,Standard,"Extended Warranty,Impulse Item",1,0,1,49.58
2653,77,75-80,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,12/21/23,Overnight,"Accessory,Impulse Item,Impulse Item",2,1,0,47.77
2654,63,55-64,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,11/2/23,Overnight,Impulse Item,1,0,0,40.75
2656,76,75-80,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,4175.64,463.96,9,10/15/23,Overnight,"Accessory,Accessory",0,2,0,51.01
2657,79,75-80,Male,No,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,6/24/24,Standard,Accessory,0,1,0,23.03
2658,28,25-34,Male,Yes,Smartphone,SKU1004,2,Cancelled,Cash,3955.95,791.19,5,9/6/24,Overnight,"Extended Warranty,Accessory",0,1,1,25.16
2659,73,65-74,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,12/18/23,Express,None,0,0,0,0
2659,73,65-74,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,7/10/24,Express,"Extended Warranty,Accessory,Impulse Item",1,1,1,78.16
2661,65,65-74,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,124.5,20.75,6,10/15/23,Standard,"Impulse Item,Impulse Item",2,0,0,28.47
2661,65,65-74,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,3/6/24,Express,"Impulse Item,Extended Warranty",1,0,1,73
2661,65,65-74,Male,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,5/31/24,Express,"Accessory,Impulse Item",1,1,0,87.07
2662,48,45-54,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,1/6/24,Express,"Impulse Item,Accessory",1,1,0,64.42
2662,48,45-54,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,5/9/24,Express,"Impulse Item,Impulse Item,Accessory",2,1,0,81.02
2662,48,45-54,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,7/8/24,Express,"Impulse Item,Extended Warranty,Extended Warranty",1,0,2,110.14
2663,64,55-64,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,12/11/23,Overnight,None,0,0,0,0
2663,64,55-64,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,4/13/24,Standard,"Extended Warranty,Impulse Item",1,0,1,64.11
2663,64,55-64,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,8/2/24,Overnight,None,0,0,0,0
2664,78,75-80,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,10/21/23,Overnight,None,0,0,0,0
2664,78,75-80,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,4224.15,844.83,5,4/12/24,Overnight,"Impulse Item,Extended Warranty",1,0,1,74.39
2665,27,25-34,Male,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,3247.72,463.96,7,11/11/23,Standard,"Extended Warranty,Impulse Item,Impulse Item",2,0,1,28.78
2665,27,25-34,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,8/1/24,Express,None,0,0,0,0
2666,54,45-54,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,2534.49,844.83,3,10/1/23,Express,Accessory,0,1,0,18.83
2666,54,45-54,Male,Yes,Tablet,SKU1002,3,Cancelled,Cash,1482.18,247.03,6,2/11/24,Overnight,Accessory,0,1,0,5.76
2666,54,45-54,Male,No,Laptop,SKU1005,3,Completed,Paypal,1391.88,463.96,3,8/10/24,Standard,None,0,0,0,0
2671,78,75-80,Male,Yes,Smartphone,SKU1004,2,Cancelled,Cash,6329.52,791.19,8,9/2/24,Overnight,None,0,0,0,0
2671,78,75-80,Male,No,Smartphone,SKU1001,5,Completed,Cash,103.75,20.75,5,9/16/24,Overnight,"Impulse Item,Impulse Item",2,0,0,54.87
2671,78,75-80,Male,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,9/23/24,Express,Accessory,0,1,0,24.14
2672,63,55-64,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2/21/24,Express,None,0,0,0,0
2674,62,55-64,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,10/3/23,Standard,"Extended Warranty,Extended Warranty,Impulse Item",1,0,2,34.39
2674,62,55-64,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,12/25/23,Overnight,"Impulse Item,Impulse Item",2,0,0,73.97
2677,76,75-80,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,1/12/24,Overnight,"Extended Warranty,Extended Warranty,Accessory",0,1,2,57.14
2680,45,45-54,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,2373.57,791.19,3,12/5/23,Express,"Impulse Item,Extended Warranty,Accessory",1,1,1,112.97
2681,39,35-44,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,10/15/23,Standard,"Impulse Item,Accessory",1,1,0,82.8
2684,69,65-74,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,5/23/24,Standard,"Accessory,Accessory",0,2,0,68.56
2684,69,65-74,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,8/10/24,Standard,"Accessory,Impulse Item,Extended Warranty",1,1,1,116.11
2685,50,45-54,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,12/5/23,Express,Accessory,0,1,0,22.16
2686,66,65-74,Female,No,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,10/21/23,Express,"Impulse Item,Impulse Item,Impulse Item",3,0,0,59.3
2687,31,25-34,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,7/13/24,Standard,"Impulse Item,Extended Warranty,Impulse Item",2,0,1,78.87
2687,31,25-34,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,8/5/24,Express,None,0,0,0,0
2688,34,25-34,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,12/28/23,Standard,Impulse Item,1,0,0,45.67
2688,34,25-34,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,145.25,20.75,7,8/25/24,Overnight,Extended Warranty,0,0,1,49.16
2689,74,65-74,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,3247.72,463.96,7,1/10/24,Overnight,"Impulse Item,Extended Warranty",1,0,1,35.26
2690,33,25-34,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,2/1/24,Express,"Accessory,Extended Warranty",0,1,1,87.46
2690,33,25-34,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7120.71,791.19,9,5/1/24,Express,"Extended Warranty,Extended Warranty",0,0,2,86.24
2692,62,55-64,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,11/10/23,Standard,None,0,0,0,0
2695,18,18-24,Male,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,6/3/24,Standard,None,0,0,0,0
2696,33,25-34,Male,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,10/19/23,Standard,Impulse Item,1,0,0,35.83
2697,75,75-80,Female,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,4/11/24,Standard,"Accessory,Extended Warranty",0,1,1,66.48
2699,66,65-74,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,9/10/24,Standard,"Impulse Item,Impulse Item",2,0,0,31.56
2702,54,45-54,Male,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,7/3/24,Express,None,0,0,0,0
2705,63,55-64,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,1729.21,247.03,7,10/12/23,Express,"Accessory,Impulse Item",1,1,0,45.55
2705,63,55-64,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,12/18/23,Express,None,0,0,0,0
2707,74,65-74,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,3/31/24,Express,"Extended Warranty,Extended Warranty,Accessory",0,1,2,66.96
2708,61,55-64,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,4224.15,844.83,5,4/20/24,Overnight,Extended Warranty,0,0,1,30.49
2709,69,65-74,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2/7/24,Overnight,"Extended Warranty,Impulse Item,Accessory",1,1,1,65.39
2710,69,65-74,Female,No,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,3/15/24,Standard,"Impulse Item,Impulse Item",2,0,0,36.39
2711,37,35-44,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,2470.3,247.03,10,10/19/23,Express,"Impulse Item,Accessory",1,1,0,29.62
2711,37,35-44,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,7911.9,791.19,10,12/11/23,Express,"Accessory,Accessory,Extended Warranty",0,2,1,73.39
2711,37,35-44,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,166,20.75,8,1/16/24,Standard,"Impulse Item,Impulse Item,Impulse Item",3,0,0,94.95
2711,37,35-44,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,247.03,247.03,1,4/13/24,Express,"Accessory,Accessory",0,2,0,47.77
2712,67,65-74,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,10/10/23,Express,"Impulse Item,Accessory",1,1,0,57.13
2713,67,65-74,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,11/5/23,Express,None,0,0,0,0
2716,80,75-80,Male,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,4/18/24,Standard,"Impulse Item,Impulse Item,Extended Warranty",2,0,1,82.39
2716,80,75-80,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,5/6/24,Overnight,None,0,0,0,0
2718,36,35-44,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,6/11/24,Overnight,"Impulse Item,Accessory,Impulse Item",2,1,0,74.8
2719,58,55-64,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,844.83,844.83,1,1/10/24,Express,None,0,0,0,0
2720,28,25-34,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,9/20/24,Express,"Extended Warranty,Impulse Item",1,0,1,44.16
2721,38,35-44,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,166,20.75,8,2/1/24,Standard,Impulse Item,1,0,0,28.8
2722,75,75-80,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,3/9/24,Overnight,"Extended Warranty,Impulse Item,Accessory",1,1,1,79.48
2722,75,75-80,Female,No,Laptop,SKU1005,3,Cancelled,Cash,463.96,463.96,1,8/20/24,Overnight,None,0,0,0,0
2724,65,65-74,Male,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,8/9/24,Overnight,"Impulse Item,Impulse Item,Accessory",2,1,0,67.93
2726,76,75-80,Male,No,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,3/13/24,Overnight,Accessory,0,1,0,44.36
2727,25,25-34,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,8/24/24,Express,None,0,0,0,0
2728,52,45-54,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,1482.18,247.03,6,10/16/23,Standard,None,0,0,0,0
2728,52,45-54,Female,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2/20/24,Express,"Accessory,Impulse Item",1,1,0,31.95
2730,50,45-54,Male,Yes,Tablet,SKU1002,3,Cancelled,Paypal,2223.27,247.03,9,1/18/24,Express,None,0,0,0,0
2731,42,35-44,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,83,20.75,4,3/8/24,Standard,None,0,0,0,0
2731,42,35-44,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,8/19/24,Overnight,"Impulse Item,Impulse Item",2,0,0,52.26
2732,63,55-64,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,1/19/24,Overnight,Accessory,0,1,0,29.32
2732,63,55-64,Male,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,1/22/24,Standard,"Impulse Item,Accessory",1,1,0,69.79
2732,63,55-64,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,6758.64,844.83,8,4/13/24,Standard,"Extended Warranty,Extended Warranty,Impulse Item",1,0,2,46.43
2734,22,18-24,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,3/24/24,Express,None,0,0,0,0
2734,22,18-24,Female,No,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,4/3/24,Overnight,"Impulse Item,Impulse Item,Impulse Item",3,0,0,82.31
2735,38,35-44,Female,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,6/29/24,Overnight,Extended Warranty,0,0,1,20.56
2736,76,75-80,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,1/27/24,Express,"Accessory,Extended Warranty,Impulse Item",1,1,1,82.92
2738,30,25-34,Female,No,Tablet,SKU1002,3,Cancelled,Cash,2470.3,247.03,10,9/14/24,Standard,Accessory,0,1,0,7.91
2739,50,45-54,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,4/20/24,Overnight,"Impulse Item,Extended Warranty,Extended Warranty",1,0,2,64.57
2740,60,55-64,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,988.12,247.03,4,12/31/23,Express,"Impulse Item,Impulse Item",2,0,0,32.82
2741,55,55-64,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2/2/24,Express,None,0,0,0,0
2741,55,55-64,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,103.75,20.75,5,2/12/24,Overnight,None,0,0,0,0
2742,20,18-24,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,9/29/23,Express,None,0,0,0,0
2745,75,75-80,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,2/12/24,Standard,None,0,0,0,0
2745,75,75-80,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,9/18/24,Overnight,Extended Warranty,0,0,1,45.08
2746,69,65-74,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,12/2/23,Standard,Accessory,0,1,0,43.51
2748,61,55-64,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,7603.47,844.83,9,3/6/24,Express,"Extended Warranty,Extended Warranty",0,0,2,69.03
2749,74,65-74,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,1391.88,463.96,3,12/11/23,Overnight,None,0,0,0,0
2749,74,65-74,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,1/28/24,Overnight,"Impulse Item,Extended Warranty,Impulse Item",2,0,1,84.47
2749,74,65-74,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,1582.38,791.19,2,4/20/24,Express,Impulse Item,1,0,0,9.64
2750,28,25-34,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2/9/24,Standard,"Impulse Item,Impulse Item,Extended Warranty",2,0,1,85.55
2750,28,25-34,Female,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,8/3/24,Standard,"Accessory,Accessory",0,2,0,48.68
2750,28,25-34,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,103.75,20.75,5,8/16/24,Overnight,Impulse Item,1,0,0,33.12
2750,28,25-34,Female,No,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,9/14/24,Standard,Impulse Item,1,0,0,28.71
2751,65,65-74,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,4747.14,791.19,6,10/27/23,Express,"Accessory,Impulse Item,Extended Warranty",1,1,1,86.59
2751,65,65-74,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,4/10/24,Overnight,"Extended Warranty,Accessory",0,1,1,85.46
2753,67,65-74,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,1729.21,247.03,7,7/23/24,Express,Accessory,0,1,0,16.55
2755,41,35-44,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,207.5,20.75,10,1/14/24,Express,None,0,0,0,0
2755,41,35-44,Male,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,9/13/24,Standard,Accessory,0,1,0,5.58
2756,55,55-64,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,6/24/24,Standard,Extended Warranty,0,0,1,20.41
2759,76,75-80,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,6/15/24,Standard,"Impulse Item,Impulse Item",2,0,0,75.65
2761,25,25-34,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,1582.38,791.19,2,7/5/24,Standard,None,0,0,0,0
2762,23,18-24,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,2/21/24,Express,"Accessory,Impulse Item,Accessory",1,2,0,49.16
2762,23,18-24,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,8/12/24,Overnight,Accessory,0,1,0,44.23
2764,28,25-34,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,12/10/23,Overnight,None,0,0,0,0
2764,28,25-34,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,12/22/23,Standard,"Extended Warranty,Accessory",0,1,1,56.64
2765,49,45-54,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,5/12/24,Express,"Accessory,Accessory",0,2,0,74.74
2766,76,75-80,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,1/28/24,Standard,"Extended Warranty,Impulse Item",1,0,1,62.6
2767,75,75-80,Male,Yes,Tablet,SKU1002,3,Cancelled,Cash,1482.18,247.03,6,2/8/24,Express,"Extended Warranty,Accessory,Accessory",0,2,1,86.99
2767,75,75-80,Male,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,5/7/24,Standard,"Impulse Item,Extended Warranty",1,0,1,25.96
2770,31,25-34,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,5/4/24,Express,None,0,0,0,0
2770,31,25-34,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,7/2/24,Express,None,0,0,0,0
2770,31,25-34,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,8/28/24,Standard,Impulse Item,1,0,0,38.87
2773,46,45-54,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,12/3/23,Overnight,None,0,0,0,0
2773,46,45-54,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,5/24/24,Express,"Impulse Item,Extended Warranty",1,0,1,55.58
2776,80,75-80,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,12/29/23,Overnight,"Extended Warranty,Extended Warranty",0,0,2,93.67
2776,80,75-80,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,62.25,20.75,3,3/21/24,Express,Accessory,0,1,0,12.74
2778,28,25-34,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,2319.8,463.96,5,6/27/24,Standard,Accessory,0,1,0,19.36
2778,28,25-34,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,9/8/24,Standard,None,0,0,0,0
2778,28,25-34,Male,Yes,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,9/19/24,Standard,None,0,0,0,0
2781,79,75-80,Female,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2/25/24,Express,None,0,0,0,0
2782,68,65-74,Male,No,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,12/24/23,Standard,"Accessory,Impulse Item",1,1,0,45.89
2783,59,55-64,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,4/3/24,Standard,Accessory,0,1,0,13.44
2784,65,65-74,Male,No,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,5/27/24,Standard,Extended Warranty,0,0,1,20.64
2785,18,18-24,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,1582.38,791.19,2,1/1/24,Overnight,None,0,0,0,0
2785,18,18-24,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,1/5/24,Overnight,Extended Warranty,0,0,1,33.88
2785,18,18-24,Male,No,Tablet,SKU1002,3,Cancelled,Cash,2470.3,247.03,10,5/29/24,Overnight,Accessory,0,1,0,7.45
2786,65,65-74,Female,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,1/9/24,Express,Extended Warranty,0,0,1,25.81
2786,65,65-74,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,4/21/24,Standard,"Accessory,Extended Warranty,Accessory",0,2,1,91.76
2786,65,65-74,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,8/24/24,Express,"Extended Warranty,Impulse Item,Accessory",1,1,1,66.52
2787,49,45-54,Male,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,3/1/24,Standard,"Extended Warranty,Extended Warranty",0,0,2,64.74
2789,61,55-64,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,791.19,791.19,1,2/1/24,Standard,Impulse Item,1,0,0,14.4
2789,61,55-64,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,4/20/24,Overnight,"Extended Warranty,Extended Warranty",0,0,2,65.06
2789,61,55-64,Female,No,Laptop,SKU1005,3,Completed,Paypal,3711.68,463.96,8,6/22/24,Express,"Extended Warranty,Accessory,Extended Warranty",0,1,2,68.19
2791,71,65-74,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,6/12/24,Express,"Accessory,Impulse Item",1,1,0,37.89
2792,37,35-44,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,1/10/24,Overnight,None,0,0,0,0
2792,37,35-44,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,1391.88,463.96,3,7/26/24,Express,"Extended Warranty,Accessory",0,1,1,37.41
2795,75,75-80,Male,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,1/11/24,Standard,Impulse Item,1,0,0,49.01
2795,75,75-80,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,3/13/24,Standard,"Extended Warranty,Accessory",0,1,1,51.83
2796,53,45-54,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,4/14/24,Standard,"Impulse Item,Impulse Item,Extended Warranty",2,0,1,65.03
2797,30,25-34,Male,No,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,11/22/23,Standard,None,0,0,0,0
2797,30,25-34,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,12/19/23,Standard,"Extended Warranty,Impulse Item",1,0,1,43.71
2800,19,18-24,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,4639.6,463.96,10,4/20/24,Express,"Extended Warranty,Impulse Item,Accessory",1,1,1,86.19
2800,19,18-24,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,9/12/24,Standard,"Accessory,Impulse Item",1,1,0,33.05
2801,68,65-74,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,7/1/24,Overnight,None,0,0,0,0
2802,72,65-74,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,166,20.75,8,11/12/23,Standard,None,0,0,0,0
2802,72,65-74,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,1689.66,844.83,2,3/3/24,Overnight,Accessory,0,1,0,49.26
2802,72,65-74,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,3/17/24,Express,Extended Warranty,0,0,1,31.25
2803,46,45-54,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,1/29/24,Standard,"Accessory,Impulse Item",1,1,0,58.12
2803,46,45-54,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,3/20/24,Express,None,0,0,0,0
2805,35,35-44,Male,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,4/25/24,Standard,None,0,0,0,0
2806,26,25-34,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,2319.8,463.96,5,9/27/23,Overnight,"Extended Warranty,Extended Warranty,Impulse Item",1,0,2,101.89
2806,26,25-34,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1235.15,247.03,5,9/8/24,Overnight,Impulse Item,1,0,0,48.37
2807,29,25-34,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,1/9/24,Standard,Extended Warranty,0,0,1,23.28
2808,32,25-34,Female,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,12/14/23,Express,Accessory,0,1,0,29.11
2810,63,55-64,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,3/17/24,Standard,"Impulse Item,Extended Warranty,Extended Warranty",1,0,2,127.17
2811,36,35-44,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,166,20.75,8,2/13/24,Standard,Impulse Item,1,0,0,33.82
2813,71,65-74,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,5913.81,844.83,7,8/12/24,Standard,"Impulse Item,Extended Warranty",1,0,1,48.6
2814,74,65-74,Female,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,10/12/23,Express,Accessory,0,1,0,23.43
2814,74,65-74,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,6/18/24,Overnight,Extended Warranty,0,0,1,43.51
